Symbol,Company,Description,Sector,Industry,Weights
3283,N/A,N/A,N/A,N/A,N/A
3281,N/A,N/A,N/A,N/A,N/A
VCX,N/A,N/A,N/A,N/A,N/A
HWDN,N/A,N/A,N/A,N/A,N/A
SAGAB,N/A,N/A,N/A,N/A,N/A
STJ,N/A,N/A,N/A,N/A,N/A
SDR,N/A,N/A,N/A,N/A,N/A
3626,N/A,N/A,N/A,N/A,N/A
IPN,N/A,N/A,N/A,N/A,N/A
9147,N/A,N/A,N/A,N/A,N/A
AM,Antero Midstream Corporation,"Antero Midstream Corporation owns, operates, and develops midstream energy infrastructure in the Appalachian Basin. It operates through Gathering and Processing, and Water Handling segments. The Gathering and Processing segment includes a network of gathering pipelines and compressor stations that collects and processes production from Antero Resources' wells in West Virginia and Ohio. The Water Handling segment delivers fresh water from sources, including the Ohio River, local reservoirs, and various regional waterways; uses water handling systems to transport flowback and produced water; and offers pumping stations, water storage, and blending facilities. The company was incorporated in 2013 and is headquartered in Denver, Colorado.",Energy,Oil & Gas Midstream,0.03%
9602,N/A,N/A,N/A,N/A,N/A
SAABB,N/A,N/A,N/A,N/A,N/A
LIFCOB,N/A,N/A,N/A,N/A,N/A
HSX,N/A,N/A,N/A,N/A,N/A
WDP,N/A,N/A,N/A,N/A,N/A
ORNBV,N/A,N/A,N/A,N/A,N/A
S63,N/A,N/A,N/A,N/A,N/A
4732,N/A,N/A,N/A,N/A,N/A
6448,N/A,N/A,N/A,N/A,N/A
INDUA,N/A,N/A,N/A,N/A,N/A
IEL,N/A,N/A,N/A,N/A,N/A
EDV,N/A,N/A,N/A,N/A,N/A
ALX,"Alexander's, Inc.","Alexander's, Inc. is a real estate investment trust which has five properties in New York City.",Real Estate,REIT - Retail,0.03%
AZJ,N/A,N/A,N/A,N/A,N/A
5844,N/A,N/A,N/A,N/A,N/A
7747,N/A,N/A,N/A,N/A,N/A
4005,N/A,N/A,N/A,N/A,N/A
GETIB,N/A,N/A,N/A,N/A,N/A
CTEC,N/A,N/A,N/A,N/A,N/A
SCHN,N/A,N/A,N/A,N/A,N/A
4151,N/A,N/A,N/A,N/A,N/A
JD,"JD.com, Inc.","JD.com, Inc. provides supply chain-based technologies and services in the People's Republic of China. The company offers computers, communication, and consumer electronics products, as well as home appliances; and general merchandise products comprising food, beverage and fresh produce, baby and maternity products, furniture and household goods, cosmetics and other personal care items, pharmaceutical and healthcare products, industrial products, books, automobile accessories, apparel and footwear, bags, and jewelry. It also provides online marketplace services for third-party merchants; marketing services; and omni-channel solutions to customers and offline retailers, as well as online healthcare services. In addition, the company develops, owns, and manages its logistics facilities and other real estate properties to support third parties; offers asset management services for logistics property investors and the sale of development properties; and engages in online retail business. Further, it provides integrated data, technology, business, and user management industry solutions to support the digitization of enterprises and institutions. The company was formerly known as 360buy Jingdong Inc. and changed its name to JD.com, Inc. in January 2014. JD.com, Inc. was incorporated in 2006 and is headquartered in Beijing, the People's Republic of China.",Consumer Cyclical,Internet Retail,0.03%
9706,N/A,N/A,N/A,N/A,N/A
7951,N/A,N/A,N/A,N/A,N/A
5332,N/A,N/A,N/A,N/A,N/A
TEL2B,N/A,N/A,N/A,N/A,N/A
INW,N/A,N/A,N/A,N/A,N/A
SECUB,N/A,N/A,N/A,N/A,N/A
SSABB,N/A,N/A,N/A,N/A,N/A
4042,N/A,N/A,N/A,N/A,N/A
INDUC,N/A,N/A,N/A,N/A,N/A
VOLVA,N/A,N/A,N/A,N/A,N/A
7276,N/A,N/A,N/A,N/A,N/A
1803,N/A,N/A,N/A,N/A,N/A
EVK,N/A,N/A,N/A,N/A,N/A
2587,N/A,N/A,N/A,N/A,N/A
BEIJB,N/A,N/A,N/A,N/A,N/A
WOR,"Worthington Industries, Inc.","Worthington Industries, Inc., an industrial manufacturing company, focuses on value-added steel processing, laser welded solutions, electrical steel laminations and manufactured consumer, building and sustainable mobility products in North America and internationally. It operates through Steel Processing, Consumer Products, Building Products, and Sustainable Energy Solutions segments. Steel Processing segment offers value-added processor of carbon flat-rolled steel; precision magnetic steel laminations for automotive, industrial motor, generator, and transformer industries; and material sourcing, metallurgical analysis, engineering, prototyping and product design, tooling services; and tailor welded products. The Consumer Products segment provides propane-filled cylinders for torches, camping stoves and other applications; and LPG cylinders, handheld torches, helium-filled balloon kits, specialized hand tools and instruments, and drywall tools and accessories under the Coleman, Bernzomatic, Balloon Time, Mag-Torch, General, Garden-Weasel, Pactool International, Hawkeye, Worthington Pro Grade, and Level5 brands. Building Products segment offers LPG cylinders, well water and expansion tanks, and other specialty products including fire suppression tanks, chemical tanks, foam, and adhesive tanks for gas producers and distributors. The Sustainable Energy Solutions segment sells onboard fueling systems and related services, as well as gas containment solutions and services for the storage, transport, and distribution of industrial gases; and provides high pressure and acetylene cylinders for life support systems, and alternative fuel cylinders used to hold CNG and hydrogen for automobiles, buses, and light-duty trucks. Worthington Industries, Inc. was founded in 1955 and is headquartered in Columbus, Ohio.",Industrials,Metal Fabrication,0.03%
ALO,N/A,N/A,N/A,N/A,N/A
ABDN,N/A,N/A,N/A,N/A,N/A
BG,Bunge Global SA,"Bunge Global SA operates as an agribusiness and food company worldwide. It operates through four segments: Agribusiness, Refined and Specialty Oils, Milling, and Sugar and Bioenergy. The Agribusiness segment purchases, stores, transports, processes, and sells agricultural commodities and commodity products, including oilseeds primarily soybeans, rapeseed, canola, and sunflower seeds, as well as grains comprising wheat and corn; and processes oilseeds into vegetable oils and protein meals. This segment offers its products for animal feed manufacturers, livestock producers, wheat and corn millers, and other oilseed processors, as well as third-party edible oil processing and biofuel companies for biofuel production applications. The Refined and Specialty Oils segment sells packaged and bulk oils and fats that comprise cooking oils, shortenings, margarines, mayonnaise, renewable diesel feedstocks, and other products for baked goods companies, snack food producers, confectioners, restaurant chains, foodservice operators, infant nutrition companies, and other food manufacturers, as well as grocery chains, wholesalers, distributors, and other retailers. This segment also refines and fractionates palm oil, palm kernel oil, coconut oil, and shea butter, and olive oil; and produces specialty ingredients derived from vegetable oils, such as lecithin. The Milling segment provides wheat flours and bakery mixes; corn milling products that comprise dry-milled corn meals and flours, wet-milled masa and flours, and flaking and brewer's grits, as well as soy-fortified corn meal, corn-soy blends, and other products; whole grain and fiber ingredients; die-cut pellets; and non-GMO products. The Sugar and Bioenergy segment produces sugar and ethanol; and generates electricity from burning sugarcane bagasse. Bunge Global SA was founded in 1818 and is headquartered in Chesterfield, Missouri.",Consumer Defensive,Farm Products,0.03%
WISE,N/A,N/A,N/A,N/A,N/A
IGO,N/A,N/A,N/A,N/A,N/A
5334,N/A,N/A,N/A,N/A,N/A
3861,N/A,N/A,N/A,N/A,N/A
STB,N/A,N/A,N/A,N/A,N/A
8984,N/A,N/A,N/A,N/A,N/A
6823,N/A,N/A,N/A,N/A,N/A
SPL,N/A,N/A,N/A,N/A,N/A
MAERSKA,N/A,N/A,N/A,N/A,N/A
2002,N/A,N/A,N/A,N/A,N/A
9008,N/A,N/A,N/A,N/A,N/A
ANDR,Andrea Electronics Corporation,"Andrea Electronics Corporation, together with its subsidiaries, designs, develops, and manufactures digital microphone products and noise reduction software that facilitate natural language and human/machine interfaces for the computer and business enterprise markets in the United States and internationally. The company develops digital signal processing (DSP) products and technologies for the voice, speech, and natural language interface markets. Its DSP microphone and audio noise reduction software products include DA-350 auto array microphone for far-field voice intelligibility and accuracy of automatic speech recognition in automotive and mass transit environments; DA-250 OEM array microphone, a small compact stereo array microphone and DSP circuit board platform; USB-SA array microphone, which offers a USB digital audio adapter to bypass a computer's standard integrated sound system; AudioCommander, a PC audio control panel; an audio software for Mac that offers an intuitive graphic user interface to control stereo array microphone beam forming and noise cancellation on the input and EQ filters; PureAudio Live Recorder, a digital voice and audio recording application; and PureAudio Plus Recorder, which provides bookmarks for navigation of recordings. Its products are used in various applications, including mass transit and automotive communication systems, automated teller machines, information kiosks, quick service restaurant automated ordering, Internet of Things, smart building entrance intercom systems, audio and video recordings, and video surveillance. The company markets and sells its products through sales representatives to computer and kiosk OEMs and industrial system integrators. Andrea Electronics Corporation was incorporated in 1934 and is headquartered in Bohemia, New York.",Technology,Consumer Electronics,0.02%
6465,N/A,N/A,N/A,N/A,N/A
3289,N/A,N/A,N/A,N/A,N/A
HIK,N/A,N/A,N/A,N/A,N/A
JMAT,N/A,N/A,N/A,N/A,N/A
7012,N/A,N/A,N/A,N/A,N/A
SALM,"Salem Media Group, Inc.","Salem Media Group, Inc. operates as a multimedia company in the United States. It operates through three segments: Broadcast, Digital Media, and Publishing. The company owns and operates 33 FM radio stations and 70 radio stations; offers programs on the Family Talk Christian-themed talk format station on SiriusXM Channel 131; provides programming to Christian and family-themed talk stations, music stations, and news talk stations; places advertising on Christian and talk formatted radio stations, and other commercial radio station formats; and operates Salem Podcast Network, a platform for conservative, political, news, and family-oriented podcasts. It also provides Christian, conservative, investing content, e-commerce, audio and video streaming, and other resources digitally through BibleStudyTools.com, Crosswalk.com, Christianity.com, iBelieve.com, GodTube.com, OnePlace com, GodUpdates.com, CrossCards.com, ChristianHeadlines.com, LightSource.com, CCMmagazine.com,Townhall.com, RedState.com, pjmedia.com, Twitchy.com, HotAir.com, BearingArms.com, as well as mobile applications. In addition, the company publishes digital newsletters, market analysis and non-individualized investment strategies; and operates SermonSearch.com, ChurchStaffing.com, WorshipHouseMedia.com, SermonSpice.com, WorshipHouseKids.com, Preaching.com, ChristianJobs.com, ShiftWorship.com, JourneyBoxMedia.com, Playblackmedia.com, and HyperPixelsMedia.com. Further, it offers publication of conservative, Christian, and history books; Xulon Press, a print-on-demand self-publishing service; and Mill City Press that publishes books, as well as provides digital marketing service. The company was founded in 1974 and is based in Irving, Texas.",Communication Services,Broadcasting,0.02%
MEL,N/A,N/A,N/A,N/A,N/A
KOG,N/A,N/A,N/A,N/A,N/A
BLND,"Blend Labs, Inc.","Blend Labs, Inc. engages in the provision of cloud-based software platform solutions for financial services firms in the United States. It operates in two segments, Blend Platform and Title365. The company's Blend Builder Platform offers a suite of products that powers digital-first consumer journeys for mortgages, home equity loans and lines of credit, vehicle loans, personal loans, credit cards, and deposit accounts; and offers mortgage products to facilitate the homeownership journey for consumers comprising close, income verification for mortgage, homeowners' insurance, and realty. It also offers verification components to automate confirmation tasks that are needed to underwrite a loan or approve the opening of a new deposit account; decisioning components to reduce the need for human intervention by automatically applying business rules throughout an application workflow configured by a financial services firm; workflow intelligence components to manage data collection and automate tasks throughout the loan origination process; and marketplace components to enable consumers to shop for products and services presented at the precise moment of need during an application for a loan. In addition, the company, through its subsidiary, offers title search procedures for title insurance policies, escrow, and other closing and settlement services, as well as other trustee services; and provides professional and consulting services. It serves banks, credit unions, financial technology companies, and non-bank mortgage lenders. Blend Labs, Inc. was incorporated in 2012 and is headquartered in San Francisco, California.",Technology,Software—Application,0.02%
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,"Center Coast MLP & Infrastructure Fund is a closed-ended balanced mutual fund launched and managed by Center Coast Capital Advisors, LP. The fund invests in public equity and fixed income markets of North America. It seeks to invest in securities of companies operating in the energy infrastructure sector. The fund primarily invests in equity and debt securities of MLPs and other entities holding primarily general or limited partner or managing member interests in MLPs. For its fixed income portion, the fund seeks to invest in securities across all credit ratings. It employs quantitative analysis with a focus on such factors as cash flow, yield, relative valuation, contract structure, operating risk, competitive environment, growth potential, operational expertise, and strength of business plan to create its portfolio. Center Coast MLP & Infrastructure Fund was formed on September 26, 2013 and is domiciled in the United States.",Financial Services,Asset Management,0.02%
HOLMB,N/A,N/A,N/A,N/A,N/A
JDEP,N/A,N/A,N/A,N/A,N/A
IPL,N/A,N/A,N/A,N/A,N/A
ICL,ICL Group Ltd,"ICL Group Ltd, together with its subsidiaries, operates as a specialty minerals and chemicals company worldwide. It operates in four segments: Industrial Products, Potash, Phosphate Solutions, and Growing Solutions. The Industrial Products segment produces bromine out of a solution that is a by-product of the potash production process, as well as bromine-based compounds; produces various grades of potash, salt, magnesium chloride, and magnesia products; and produces and markets phosphorous-based flame retardants and other phosphorus-based products. The Potash segment extracts potash from the Dead Sea; mines and produces potash and salt; produces polysulphate; produces, markets, and sells magnesium and magnesium alloys, as well as related by-products, including chlorine and sylvinite; and sells salt. The Phosphate Solutions segment uses phosphate commodity products to produce specialty products; produces and markets phosphate-based fertilizers, as well as sulphuric acid, green phosphoric acid, and phosphate fertilizers; and manufactures thermal phosphoric acid for various industrial end markets, such as oral care, cleaning products, paints and coatings, water treatment, asphalt modification, construction, and metal treatment. It also develops and produces functional food ingredients and phosphate additives for use in the processed meat, poultry, seafood, dairy, beverage, and baked goods markets; and produces milk and whey proteins for the food ingredients industry. The Growing Solutions segment develops, manufactures, markets, and sells fertilizers based primarily on nitrogen, potash, and phosphate, including water soluble specialty, liquid, soluble, and controlled-release fertilizers. It sells its products through marketing companies, agents, and distributors. The company was formerly known as Israel Chemicals Ltd. and changed its name to ICL Group Ltd in May 2020. The company was founded in 1968 and is headquartered in Tel Aviv, Israel.",Basic Materials,Agricultural Inputs,0.02%
LPP,N/A,N/A,N/A,N/A,N/A
G13,N/A,N/A,N/A,N/A,N/A
DIE,N/A,N/A,N/A,N/A,N/A
DEMANT,N/A,N/A,N/A,N/A,N/A
4613,N/A,N/A,N/A,N/A,N/A
KGH,N/A,N/A,N/A,N/A,N/A
6370,N/A,N/A,N/A,N/A,N/A
9501,N/A,N/A,N/A,N/A,N/A
3038,N/A,N/A,N/A,N/A,N/A
12,N/A,N/A,N/A,N/A,N/A
7459,N/A,N/A,N/A,N/A,N/A
4536,N/A,N/A,N/A,N/A,N/A
ACKB,N/A,N/A,N/A,N/A,N/A
ELI,N/A,N/A,N/A,N/A,N/A
83,N/A,N/A,N/A,N/A,N/A
WLN,N/A,N/A,N/A,N/A,N/A
AMUN,N/A,N/A,N/A,N/A,N/A
0QA8,N/A,N/A,N/A,N/A,N/A
ANA,N/A,N/A,N/A,N/A,N/A
HUH1V,N/A,N/A,N/A,N/A,N/A
BALDB,N/A,N/A,N/A,N/A,N/A
2702,N/A,N/A,N/A,N/A,N/A
7181,N/A,N/A,N/A,N/A,N/A
1876,N/A,N/A,N/A,N/A,N/A
5938,N/A,N/A,N/A,N/A,N/A
9435,N/A,N/A,N/A,N/A,N/A
AFX,N/A,N/A,N/A,N/A,N/A
5333,N/A,N/A,N/A,N/A,N/A
BEN,"Franklin Resources, Inc.","Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships. It launches equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. The firm invests in the public equity, fixed income, and alternative markets. Franklin Resources, Inc. was founded in 1947 and is based in San Mateo, California with an additional office in Calgary, Canada; Dubai, United Arab Emirates; Edinburgh, United Kingdom; Fort Lauderdale, United States; Hyderabad, India; London, United Kingdom; Rancho Cordova, United states; Shanghai, China; Singapore; Stamford, United States; and Vienna, Austria.",Financial Services,Asset Management,0.02%
6806,N/A,N/A,N/A,N/A,N/A
9202,N/A,N/A,N/A,N/A,N/A
SOF,N/A,N/A,N/A,N/A,N/A
9684,N/A,N/A,N/A,N/A,N/A
9142,N/A,N/A,N/A,N/A,N/A
ALE,"ALLETE, Inc.","ALLETE, Inc. operates as an energy company. The company operates through Regulated Operations, ALLETE Clean Energy, and Corporate and Other segments. It generates electricity from coal-fired, biomass co-fired / natural gas, hydroelectric, wind, and solar. The company provides regulated utility electric services in northwestern Wisconsin to approximately 15,000 electric customers, 13,000 natural gas customers, and 10,000 water customers, as well as regulated utility electric services in northeastern Minnesota to approximately 150,000 retail customers and 14 non-affiliated municipal customers. It also owns and maintains electric transmission assets in Wisconsin, Michigan, Minnesota, and Illinois. In addition, the company focuses on developing, acquiring, and operating clean and renewable energy projects; and owns and operates approximately 1,300 megawatts of wind energy generation facility. Further, it is involved in the coal mining operations in North Dakota; and real estate investment activities in Florida. The company owns and operates 162 substations with a total capacity of 10,116 megavolt amperes. It serves taconite mining, paper, pulp and secondary wood products, pipeline, and other industries. The company was formerly known as Minnesota Power, Inc. and changed its name to ALLETE, Inc. in May 2001. The company was incorporated in 1906 and is headquartered in Duluth, Minnesota.",Utilities,Utilities—Diversified,0.02%
EZJ,N/A,N/A,N/A,N/A,N/A
TATE,N/A,N/A,N/A,N/A,N/A
LUNDB,N/A,N/A,N/A,N/A,N/A
8954,N/A,N/A,N/A,N/A,N/A
HL,Hecla Mining Company,"Hecla Mining Company, together with its subsidiaries, provides precious and base metal properties in the United States and internationally. The company mines for silver, gold, lead, and zinc concentrates, as well as carbon material containing silver and gold for sale to custom smelters, metal traders, and third-party processors; and doré containing silver and gold. It owns 100% interests in the Greens Creek mine located on Admiralty Island in southeast Alaska; the Lucky Friday mine situated in northern Idaho; the Keno Hill mine located in the Keno Hill Silver District of Yukon Territory, Canada; the Casa Berardi mine located in the Abitibi region of northwestern Quebec, Canada; and the San Sebastian mine situated in the city of Durango, Mexico. The company was incorporated in 1891 and is headquartered in Coeur d'Alene, Idaho.",Basic Materials,Other Precious Metals & Mining,0.02%
8960,N/A,N/A,N/A,N/A,N/A
ADE,N/A,N/A,N/A,N/A,N/A
2181,N/A,N/A,N/A,N/A,N/A
1821,N/A,N/A,N/A,N/A,N/A
4182,N/A,N/A,N/A,N/A,N/A
7731,N/A,N/A,N/A,N/A,N/A
A2A,N/A,N/A,N/A,N/A,N/A
8252,N/A,N/A,N/A,N/A,N/A
3269,N/A,N/A,N/A,N/A,N/A
GJF,N/A,N/A,N/A,N/A,N/A
SVW,N/A,N/A,N/A,N/A,N/A
QAN,N/A,N/A,N/A,N/A,N/A
6305,N/A,N/A,N/A,N/A,N/A
VOE,N/A,N/A,N/A,N/A,N/A
1038,N/A,N/A,N/A,N/A,N/A
6502,N/A,N/A,N/A,N/A,N/A
LLC,N/A,N/A,N/A,N/A,N/A
9719,N/A,N/A,N/A,N/A,N/A
3231,N/A,N/A,N/A,N/A,N/A
TIT,N/A,N/A,N/A,N/A,N/A
9201,N/A,N/A,N/A,N/A,N/A
9024,N/A,N/A,N/A,N/A,N/A
19,N/A,N/A,N/A,N/A,N/A
AMP,"Ameriprise Financial, Inc.","Ameriprise Financial, Inc., through its subsidiaries, provides various financial products and services to individual and institutional clients in the United States and internationally. It operates through four segments: Advice & Wealth Management, Asset Management, Retirement & Protection Solutions, and Corporate & Other. The Advice & Wealth Management segment provides financial planning and advice; brokerage products and services for retail and institutional clients; discretionary and non-discretionary investment advisory accounts; mutual funds; insurance and annuities products; cash management and banking products; and face-amount certificates. The Asset Management segment offers investment management and advice, and investment products to retail, high net worth, and institutional clients through unaffiliated third-party financial institutions and institutional sales force. This segment products also include U.S. mutual funds and their non-U.S. equivalents, exchange-traded funds, variable product funds underlying insurance, and annuity separate accounts; and institutional asset management products, such as traditional asset classes, separately managed accounts, individually managed accounts, collateralized loan obligations, hedge funds, collective funds, and property and infrastructure funds. The Retirement & Protection Solutions segment provides variable annuity products to individual clients, as well as life and DI insurance products to retail clients. The company was formerly known as American Express Financial Corporation and changed its name to Ameriprise Financial, Inc. in September 2005. The company was founded in 1894 and is headquartered in Minneapolis, Minnesota.",Financial Services,Asset Management,0.02%
UHRN,N/A,N/A,N/A,N/A,N/A
9048,N/A,N/A,N/A,N/A,N/A
ITV,N/A,N/A,N/A,N/A,N/A
BZU,N/A,N/A,N/A,N/A,N/A
BEZQ,N/A,N/A,N/A,N/A,N/A
1808,N/A,N/A,N/A,N/A,N/A
3291,N/A,N/A,N/A,N/A,N/A
6923,N/A,N/A,N/A,N/A,N/A
17,N/A,N/A,N/A,N/A,N/A
LATOB,N/A,N/A,N/A,N/A,N/A
4967,N/A,N/A,N/A,N/A,N/A
REH,N/A,N/A,N/A,N/A,N/A
2433,N/A,N/A,N/A,N/A,N/A
4912,N/A,N/A,N/A,N/A,N/A
V03,N/A,N/A,N/A,N/A,N/A
SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc. provides airline services. The company provides front seats, including wider seats with extra legroom, carry-on and checked baggage, assigned seats, travel insurance, and onboard beverages and snacks, as well as hotels, cars, vacation packages, and cruises services. It serves 92 destinations in 16 countries in the United States, Latin America, and the Caribbean. As of December 31, 2022, the company had a fleet of 194 Airbus single-aisle aircraft. The company was formerly known as Clippert Trucking Company and changed its name to Spirit Airlines, Inc. in 1992. Spirit Airlines, Inc. was founded in 1964 and is headquartered in Miramar, Florida.",Industrials,Airlines,0.02%
4922,N/A,N/A,N/A,N/A,N/A
3092,N/A,N/A,N/A,N/A,N/A
3349,N/A,N/A,N/A,N/A,N/A
AXFO,N/A,N/A,N/A,N/A,N/A
HUSQB,N/A,N/A,N/A,N/A,N/A
2651,N/A,N/A,N/A,N/A,N/A
4716,N/A,N/A,N/A,N/A,N/A
DIA,N/A,N/A,N/A,N/A,N/A
6460,N/A,N/A,N/A,N/A,N/A
4,N/A,N/A,N/A,N/A,N/A
3064,N/A,N/A,N/A,N/A,N/A
4516,N/A,N/A,N/A,N/A,N/A
5947,N/A,N/A,N/A,N/A,N/A
3288,N/A,N/A,N/A,N/A,N/A
MCY,Mercury General Corporation,"Mercury General Corporation, together with its subsidiaries, engages in writing personal automobile insurance in the United States. The company also writes homeowners, commercial automobile, commercial property, mechanical protection, and umbrella insurance products. Its automobile insurance products include collision, property damage, bodily injury, comprehensive, personal injury protection, underinsured and uninsured motorist, and other hazards; and homeowners insurance products comprise dwelling, liability, personal property, fire, and other hazards. The company sells its policies through a network of independent agents and insurance agencies, as well as directly through internet sales portals in Arizona, California, Florida, Georgia, Illinois, Nevada, New Jersey, New York, Oklahoma, Texas, and Virginia. Mercury General Corporation was founded in 1961 and is headquartered in Los Angeles, California.",Financial Services,Insurance—Property & Casualty,0.02%
101,N/A,N/A,N/A,N/A,N/A
3769,N/A,N/A,N/A,N/A,N/A
HER,N/A,N/A,N/A,N/A,N/A
C09,N/A,N/A,N/A,N/A,N/A
7211,N/A,N/A,N/A,N/A,N/A
N2IU,N/A,N/A,N/A,N/A,N/A
4751,N/A,N/A,N/A,N/A,N/A
RBI,N/A,N/A,N/A,N/A,N/A
O2D,N/A,N/A,N/A,N/A,N/A
4581,N/A,N/A,N/A,N/A,N/A
KINVB,N/A,N/A,N/A,N/A,N/A
TOM,N/A,N/A,N/A,N/A,N/A
ELUXB,N/A,N/A,N/A,N/A,N/A
U14,N/A,N/A,N/A,N/A,N/A
1972,N/A,N/A,N/A,N/A,N/A
SCHB,N/A,N/A,N/A,N/A,N/A
C07,N/A,N/A,N/A,N/A,N/A
BMED,N/A,N/A,N/A,N/A,N/A
0N4Y,N/A,N/A,N/A,N/A,N/A
VOLCARB,N/A,N/A,N/A,N/A,N/A
ING,ING Groep N.V.,"ING Groep N.V., a financial institution, provides various banking products and services in the Netherlands, Belgium, Rest of Europe, North America, Latin America, Asia, and Australia. It operates in six segments: Retail Netherlands, Retail Belgium, Retail Germany, Retail Other, Wholesale Banking, and Corporate Line Banking. The company accepts various deposits, such as current and savings accounts. It also offers business lending products; consumer lending products, such as residential mortgage loans, term loans, and other consumer lending loans; and secured and unsecured lending services. in addition, the company provides debt capital market, working capital solutions, export finance, daily banking, treasury and risk, and corporate finance solutions; and specialized lending, debt and equity market solutions, payments and cash management, and trade and treasury services, as well as savings, investment, insurance, mortgage, and digital banking services; and SME loans. It serves individual customers, corporate clients, and financial institutions. ING Groep N.V. was founded in 1762 and is headquartered in Amsterdam, the Netherlands.",Financial Services,Banks—Diversified,0.01%
AZRG,N/A,N/A,N/A,N/A,N/A
AZE,N/A,N/A,N/A,N/A,N/A
8439,N/A,N/A,N/A,N/A,N/A
3141,N/A,N/A,N/A,N/A,N/A
6753,N/A,N/A,N/A,N/A,N/A
KESKOA,N/A,N/A,N/A,N/A,N/A
TITR,N/A,N/A,N/A,N/A,N/A
EMBRACB,N/A,N/A,N/A,N/A,N/A
SCHA,N/A,N/A,N/A,N/A,N/A
PIRC,N/A,N/A,N/A,N/A,N/A
3635,N/A,N/A,N/A,N/A,N/A
ANE,N/A,N/A,N/A,N/A,N/A
2670,N/A,N/A,N/A,N/A,N/A
TPG,TPG Inc.,"TPG Inc. operates as an alternative asset manager in the United States and internationally. It offers investment management services to TPG Funds, limited partners, and other vehicles; monitoring services to portfolio companies; advisory, debt and equity arrangement, and underwriting and placement services; and capital structuring and other advisory services to portfolio companies. The company invests in private equity funds, real estate funds, hedge funds, and credit funds. TPG Inc. was founded in 1992 and is headquartered in Fort Worth, Texas. TPG Inc. is a subsidiary of TPG GP A, LLC.",Financial Services,Asset Management,0.01%
SSABA,N/A,N/A,N/A,N/A,N/A
AKER,N/A,N/A,N/A,N/A,N/A
VAR,N/A,N/A,N/A,N/A,N/A
2638,N/A,N/A,N/A,N/A,N/A
AUTO,N/A,N/A,N/A,N/A,N/A
DWNI,N/A,N/A,N/A,N/A,N/A
FRES,Fresh2 Group Limited,"Fresh2 Group Limited, a biotechnology company, researches, develops, markets, and sells multi-cancer screening and detection tests using cancer differentiation analysis technology and device to corporations and life insurance companies in the People's Republic of China. It also offers physical checkup packages, as well as technology services comprising market research, designing, coding, developing, testing, etc. In addition, the company sells genetic testing kits and skin-care products; and owns core technology platforms, as well as engages in technology development and product distribution. Further, it operates an e-commerce platform that connects food suppliers and supermarket operators and restaurant owners. The company was formerly known as AnPac Bio-Medical Science Co., Ltd. and changed its name to Fresh2 Group Limited in April 2023. The company was incorporated in 2010 and is based in New York, New York.",Healthcare,Biotechnology,0.01%
ORNAV,N/A,N/A,N/A,N/A,N/A
8572,N/A,N/A,N/A,N/A,N/A
EVN,Eaton Vance Municipal Income Trust,"Eaton Vance Municipal Income Trust is a close ended fixed income mutual fund launched and managed by Eaton Vance Management. It invests in the fixed income markets. The fund invests primarily in investment grade municipal obligations of various sectors, such as cogeneration, education, electric utilities, general obligations, healthcare, hospital, housing, transportation, and nursing home. Eaton Vance Municipal Income Trust was formed in 1998 and is domiciled in United States.",Financial Services,Asset Management,0.01%
US,N/A,N/A,N/A,N/A,N/A
TKA,N/A,N/A,N/A,N/A,N/A
VIG,N/A,N/A,N/A,N/A,N/A
87,N/A,N/A,N/A,N/A,N/A
VC2,N/A,N/A,N/A,N/A,N/A
G07,N/A,N/A,N/A,N/A,N/A
PCO,N/A,N/A,N/A,N/A,N/A
D01,N/A,N/A,N/A,N/A,N/A
STEAV,N/A,N/A,N/A,N/A,N/A
ESSITYA,N/A,N/A,N/A,N/A,N/A
STR,Sitio Royalties Corp.,"Sitio Royalties Corp. acquires, owns, and manages mineral and royalty interests across premium basins in the United States. The company's portfolio comprising of mineral and royalty interests in the Permian basin located in West Texas and southeastern New Mexico; the Eagle Ford basin located in South Texas; the Anadarko basin located in Oklahoma; the DJ basin located in Colorado and Wyoming; the Williston basin located in North Dakota; and the Appalachian basin located in Pennsylvania, Ohio, and West Virginia. As of December 31, 2022, it owned mineral and royalty interests approximately 260,600 net royalty acres. The company was founded in 2016 and is headquartered in Denver, Colorado.",Energy,Oil & Gas E&P,0.00%
SCAA,N/A,N/A,N/A,N/A,N/A
SHBB,N/A,N/A,N/A,N/A,N/A
ERICA,N/A,N/A,N/A,N/A,N/A
SKFA,N/A,N/A,N/A,N/A,N/A
