Symbol,Company,Description,Sector,Industry
STR,Sitio Royalties Corp.,"Sitio Royalties Corp. acquires, owns, and manages mineral and royalty interests across premium basins in the United States. The company's portfolio comprising of mineral and royalty interests in the Permian basin located in West Texas and southeastern New Mexico; the Eagle Ford basin located in South Texas; the Anadarko basin located in Oklahoma; the DJ basin located in Colorado and Wyoming; the Williston basin located in North Dakota; and the Appalachian basin located in Pennsylvania, Ohio, and West Virginia. As of December 31, 2022, it owned mineral and royalty interests approximately 260,600 net royalty acres. The company was founded in 2016 and is headquartered in Denver, Colorado.",Energy,Oil & Gas E&P
GNE,Genie Energy Ltd.,"Genie Energy Ltd., through its subsidiaries, supplies electricity and natural gas to residential and small business customers in the United States and internationally. It operates in two segments, Genie Retail Energy and Genie Renewables. The company also develops, constructs, and operates solar energy projects for commercial and industrial customers, as well as its own portfolio; provides energy advisory and brokerage services; and manufactures and distributes solar panel, as well as engages in solar installation design and project management activities. Genie Energy Ltd. was incorporated in 2011 and is headquartered in Newark, New Jersey.",Utilities,Utilities—Regulated Electric
DISH,DISH Network Corporation,"DISH Network Corporation, together with its subsidiaries, provides pay-TV services in the United States. The company operates in two segments, Pay-TV and Wireless. It offers video services under the DISH TV brand; and programming packages that include programming through national broadcast networks, local broadcast networks, and national and regional cable networks, as well as regional and specialty sports channels, premium movie channels, and Latino and international programming packages. The company also provides access to movies and television shows through TV or Internet-connected devices; and dishanywhere.com and mobile applications on Internet-connected devices to view authorized content, search program listings, and remotely control certain features of their DVRs. In addition, it offers Sling TV services, including Sling domestic, Sling International, Sling Latino, Sling Orange, and Sling Blue services that require an internet connection and are available on streaming-capable devices, such as streaming media devices, TVs, tablets, computers, game consoles, and phones, as well as market SLING TV services to consumers who do not subscribe to traditional satellite and cable pay-TV services. Further, the company provides wireless subscribers consumer plans with no annual service contracts, as well as monthly service plans, including high-speed data and unlimited talk and text. The company offers receiver systems and programming through direct sales channels, as well as independent third parties, such as small retailers, direct marketing groups, local and regional consumer electronics stores, retailers, and telecommunications companies. DISH Network Corporation was founded in 1980 and is headquartered in Englewood, Colorado.",Communication Services,Telecom Services
ADPT,Adaptive Biotechnologies Corporation,"Adaptive Biotechnologies Corporation, a commercial-stage company, develops an immune medicine platform for the diagnosis and treatment of various diseases. The company offers immunoSEQ, a platform and core immunosequencing product that is used to answer translational research questions, as well as to discover new prognostic and diagnostic signals. It also provides clonoSEQ, a clinical diagnostic product for the detection and monitoring of minimal residual disease in patients with multiple myeloma, B cell acute lymphoblastic leukemia, and chronic lymphocytic leukemia, as well as available as a CLIA-validated laboratory developed test for patients with other lymphoid cancers. In addition, the company offers a pipeline of clinical products and services that are used for the diagnosing, monitoring, and treatment of diseases, such as cancer and autoimmune disorders. It offers products and services for life sciences research, clinical diagnostics, and drug discovery applications. Adaptive Biotechnologies Corporation has strategic collaborations with Genentech, Inc. for the development, manufacture, and commercialization of neoantigen directed T cell therapies for the treatment of a range of cancers; and Microsoft Corporation to develop diagnostic tests for the early detection of various diseases from a single blood test. The company was formerly known as Adaptive TCR Corporation and changed its name to Adaptive Biotechnologies Corporation in December 2011. Adaptive Biotechnologies Corporation was incorporated in 2009 and is headquartered in Seattle, Washington.",Healthcare,Biotechnology
RAPT,"RAPT Therapeutics, Inc.","RAPT Therapeutics, Inc., a clinical-stage immunology-based biopharmaceutical company, focuses on discovery, development, and commercialization of oral small molecule therapies for patients with unmet needs in oncology and inflammatory diseases in the United States. Its lead inflammation drug candidate is RPT193, a C-C motif chemokine receptor 4 (CCR4) antagonist that selectively inhibit the migration of type 2 T helper cells into inflamed tissues. The company's lead oncology drug candidate is FLX475, an oral small molecule CCR4 antagonist that is in the Phase 1/2 clinical trial to investigate as a monotherapy and in combination with pembrolizumab in patients with advanced cancer. It also focuses on the development of hematopoietic progenitor kinase 1 inhibitor. The company was formerly known as FLX Bio, Inc. and changed its name to RAPT Therapeutics, Inc. in May 2019. RAPT Therapeutics, Inc. was incorporated in 2015 and is headquartered in South San Francisco, California.",Healthcare,Biotechnology
MOV,"Movado Group, Inc.","Movado Group, Inc. designs, sources, markets, and distributes watches worldwide. The company operates in two segments, Watch and Accessory Brands, and Company Stores. It offers its watches under the Movado, Concord, Ebel, Olivia Burton, and MVMT brands, as well as licensed brands, such as Coach, Tommy Hilfiger, HUGO BOSS, Lacoste, and Calvin Klein. The company also provides after-sales and shipping services. Its customers include jewelry store chains, department stores, independent regional jewelers, network of independent distributors, online marketplaces, licensors' retail stores, and third-party e-commerce retailers. The company also sells directly to consumers through its e-commerce platforms. Movado Group, Inc. was formerly known as North American Watch Corporation and changed its name to Movado Group, Inc. in 1996. The company was founded in 1961 and is based in Paramus, New Jersey.",Consumer Cyclical,Luxury Goods
ZIP,"ZipRecruiter, Inc.","ZipRecruiter, Inc., together with its subsidiaries, operates a marketplace that connects job seekers and employers. The company's platform is a two-sided marketplace, which enables employers to post jobs and access other features, where the job seekers are able to apply to jobs with a single click. ZipRecruiter, Inc. was incorporated in 2010 and is headquartered in Santa Monica, California.",Industrials,Staffing & Employment Services
OSBC,"Old Second Bancorp, Inc.","Old Second Bancorp, Inc. operates as the bank holding company for Old Second National Bank that provides community banking services. It offers demand, NOW, money market, savings, time deposit, individual retirement, and checking accounts, as well as certificates of deposit accounts. The company also provides commercial loans; lease financing receivables; commercial real estate loans; construction loans; residential real estate loans, such as residential first mortgage and second mortgage loans; home equity line of credit; consumer loans, including motor vehicle, home improvement, and signature loans; installment and agricultural loans; residential mortgages; and overdraft checking. In addition, it offers safe deposit services; trust and wealth management services; and money orders, cashier's checks, foreign currency, direct deposits, discount brokerage, debit and credit cards, and other services, as well as acquires the U.S. treasury notes and bonds. Further, the company provides online and mobile banking; corporate cash management products, including remote and mobile deposits capture, investment sweep accounts, zero balance accounts, automated tax payments, automatic teller machines access, telephone banking, lockbox accounts, automated clearing house transactions, account reconciliation, controlled disbursement, detail and general information reporting, foreign and domestic wire transfers, and vault services for currency and coin; and investment, agency, and custodial services for individual, corporate, and not-for-profit clients. Old Second Bancorp, Inc. was incorporated in 1981 and is headquartered in Aurora, Illinois.",Financial Services,Banks—Regional
MTW,"The Manitowoc Company, Inc.","The Manitowoc Company, Inc. provides engineered lifting solutions in the Americas, Europe, Africa, the Middle East, and the Asia Pacific. It designs, manufactures, and distributes crawler-mounted lattice-boom cranes under the Manitowoc brand; a line of top-slewing and self-erecting tower cranes under the Potain brand; mobile hydraulic cranes under the Grove, Shuttlelift, and National Crane brands; and hydraulic boom trucks under the National Crane brand. The company also provides aftermarket services, such as sale of parts and accessories, field service work, routine maintenance services, technical support, erection and decommissioning services, crane remanufacturing, and training services. Its crane products are used in various applications, including energy production/distribution and utilities; petrochemical and industrial projects; infrastructure, such as road, bridge, and airport construction; and commercial and high-rise residential construction. The company serves a range of customers, including dealers, rental companies, contractors, and government entities in the petrochemical, industrial, commercial construction, power and utilities, infrastructure, and residential construction end markets. The Manitowoc Company, Inc. was founded in 1902 and is headquartered in Milwaukee, Wisconsin.",Industrials,Farm & Heavy Construction Machinery
SRI,"Stoneridge, Inc.","Stoneridge, Inc., together with its subsidiaries, designs and manufactures engineered electrical and electronic components, modules, and systems for the automotive, commercial, off-highway, motorcycle, and agricultural vehicle markets in North America, South America, Europe, and internationally. The company operates in three segments: Control Devices, Electronics, and Stoneridge Brazil. The Control Devices segment offers actuators, sensors, switches, actuators, and connectors that monitor, measure, or activate specific functions within a vehicle. The Electronics segment designs and manufactures driver information systems, camera-based vision systems, connectivity and compliance products, and electronic control units. Its products collect, store, and display vehicle information, such as speed, pressure, maintenance data, trip information, operator performance, temperature, distance traveled, and driver messages related to vehicle performance. This segment offers electronic control units that regulate, coordinate, monitor, and direct the operation of the electrical system within a vehicle. The Stoneridge Brazil segment designs, manufactures, and sells vehicle tracking devices and monitoring services; vehicle security alarms and convenience accessories; in-vehicle audio and infotainment devices; and telematics solutions. It also offers security alarms and convenience applications, such as parking sensors and rearview cameras, audio and infotainment systems, and telematics products. The company provides its products and systems to various original equipment manufacturers and Tier 1 customers, as well as aftermarket distributors and mass merchandisers for use in various vehicle platforms. Stoneridge, Inc. was founded in 1965 and is headquartered in Novi, Michigan.",Consumer Cyclical,Auto Parts
ANIK,"Anika Therapeutics, Inc.","Anika Therapeutics, Inc., a joint preservation company, creates and delivers advancements in early intervention orthopedic care in the areas of osteoarthritis (OA) pain management, regenerative solutions, sports medicine, and bone preserving joint solutions in the United States, Europe, and internationally. The company develops, manufactures, and commercializes products based on hyaluronic acid (HA) technology platform. Its OA pain management products includes Monovisc and Orthovisc, an injectable HA-based viscosupplement for the pain relief from osteoarthritis conditions; Cingal, a single-injection OA pain management product to provide both short- and long-term pain relief; and Hyvisc, a molecular weight injectable HA veterinary product. The company's joint preservation and restoration product family comprises 150 bone preserving joint technology products, including partial joint replacement, joint resurfacing, and invasive and bone sparing implants, which are designed to treat upper and lower extremity orthopedic conditions; sports medicine solutions used to repair and reconstruct damaged ligaments and tendons; and orthopedic regenerative solutions, including Hyalofast and Tactoset. In addition, it offers non-orthopedic products comprising HA-based products for non-orthopedic applications including adhesion barrier, advanced wound care, ear, nose, and throat products, as well as ophthalmic products. The company was founded in 1983 and is headquartered in Bedford, Massachusetts.",Healthcare,Medical Instruments & Supplies
HFWA,Heritage Financial Corporation,"Heritage Financial Corporation operates as the bank holding company for Heritage Bank that provides various financial services to small and medium sized businesses and individuals in the United States. The company accepts various deposit products, such as noninterest demand deposits, interest bearing demand deposits, money market accounts, savings accounts, personal checking accounts, and certificates of deposit. Its loan portfolio includes commercial and industrial loans, owner-occupied and non-owner occupied commercial real estate loans, one-to-four family residential loans, real estate construction and land development loans, consumer loans, commercial business loans, lines of credit, term equipment financing, and term real estate loans, as well as commercial business loans to a range of businesses in industries that include real estate and rental and leasing, healthcare, accommodation and food services, retail trade, and construction. The company also originates loans that are guaranteed by the U.S. Small Business Administration; and offers trust services, as well as objective advice. The company was formerly known as Heritage Financial Corporation, M.H.C. and changed its name to Heritage Financial Corporation in 1998. Heritage Financial Corporation was founded in 1927 and is headquartered in Olympia, Washington.",Financial Services,Banks—Regional
SSP,The E.W. Scripps Company,"The E.W. Scripps Company, together with its subsidiaries, operates as a media enterprise through a portfolio of local and national media brands. Its Local Media segment operates broadcast television stations, which produce news, information, and entertainment content, as well as its related digital operations. This segment also runs network, syndicated, and original programming. The company's Scripps Network segment operates national television networks. This segment operates through over-the-air broadcast, cable/satellite, connected TV, and digital distribution. The company also provides content and services through digital platforms, including the Internet, smartphones, and tablets. In addition, it offers Scripps News, a national news network, which provides politics, entertainment, science, and technology news; and Scripps National Spelling Bee, which serve as the steward of educational programs. Further, the company provides ION, a national network of broadcast stations and broadcast television spectrum, which distributes programming through Federal Communications Commission-licensed television stations, as well as affiliated TV stations through over-the-air broadcast and pay TV platforms; and consumers DVR product solutions to watch and record free over-the-air HDTV on connected devices. It serves audiences and businesses. The E.W. Scripps Company was founded in 1878 and is headquartered in Cincinnati, Ohio.",Communication Services,Broadcasting
HRT,HireRight Holdings Corporation,"HireRight Holdings Corporation provides technology-driven workforce risk management and compliance solutions worldwide. The company offers background screening, verification, identification, monitoring, and drug and health screening services for customers. It provides its services through software and data platform that integrates into its customers' human capital management systems enabling workflows for workforce hiring, onboarding, and monitoring. HireRight Holdings Corporation was incorporated in 1990 and is based in Nashville, Tennessee.",Industrials,Staffing & Employment Services
PGC,Peapack-Gladstone Financial Corporation,"Peapack-Gladstone Financial Corporation operates as the bank holding company for Peapack-Gladstone Bank that provides private banking and wealth management services in the United States. The company operates in two segments, Banking and Peapack Private. It offers checking and savings accounts, money market and interest-bearing checking accounts, certificates of deposit, and individual retirement accounts. The company also provides working capital lines of credit, term loans for fixed asset acquisitions, commercial mortgages, multi-family mortgages, and other forms of asset-based financing services; and residential mortgages, home equity lines of credit, and other second mortgage loans. In addition, it offers corporate and industrial (C&I) and equipment finance, commercial real estate, multifamily, residential, and consumer lending activities; treasury management services; C&I advisory services; escrow management; deposit generation; investment management services; personal trust services, including services as executor, trustee, administrator, custodian, and guardian; and other financial planning, tax preparation, and advisory services. Further, the company provides telephone and Internet banking, merchant credit card, and customer support sales services. Its private banking clients include businesses, non-profits, and consumers; and wealth management clients comprise individuals, families, foundations, endowments, trusts, and estates. The company operates its private banking locations in Bedminster, Morristown, Princeton, and Teaneck, New Jersey; and wealth management branches in Somerset, Morris, Hunterdon, and Union counties, as well as operates automated teller machines. Peapack-Gladstone Financial Corporation was founded in 1921 and is headquartered in Bedminster, New Jersey.",Financial Services,Banks—Regional
HAFC,Hanmi Financial Corporation,"Hanmi Financial Corporation operates as the holding company for Hanmi Bank that provides business banking products and services in the United States. It offers various deposit products, including noninterest-bearing checking accounts, interest-bearing checking and savings accounts, negotiable order of withdrawal accounts, money market accounts, and certificates of deposit. The company also provides real estate loans, such as commercial property, construction, and residential property loans; and commercial and industrial loans, such as commercial term loans and commercial lines of credit, as well as international finance, and trade services and products comprising letters of credit, and import and export financing. In addition, it offers consumer loans, secured and unsecured loans, home equity loans, residential mortgages, and credit cards; finance lending to small and middle market businesses; and small business administration loans for business purposes, which comprise owner-occupied commercial real estate, business acquisitions, start-ups, franchise financing, working capital, improvements and renovations, inventory and equipment, and debt-refinancing, as well as equipment lease financing. The company was founded in 1982 and is headquartered in Los Angeles, California.",Financial Services,Banks—Regional
IBCP,Independent Bank Corporation,"Independent Bank Corporation operates as the bank holding company for Independent Bank that provides commercial banking services to individuals and businesses in rural and suburban communities across Lower Michigan. It offers checking and savings accounts, commercial lending, direct and indirect consumer financing, mortgage lending, and safe deposit box services. The company also provides title insurance services and investment services. Independent Bank Corporation was founded in 1864 and is based in Grand Rapids, Michigan.",Financial Services,Banks—Regional
FISI,"Financial Institutions, Inc.","Financial Institutions, Inc. operates as a holding company for the Five Star Bank, a chartered bank that provides banking and financial services to individuals, municipalities, and businesses in New York. The company offers checking and savings account programs, including money market accounts, certificates of deposit, sweep investments, and individual retirement and other qualified plan accounts, as well as NOW accounts. Its loan products include term loans and lines of credit; short and medium-term commercial loans for working capital, business expansion, and purchase of equipment; commercial business loans to the agricultural industry; commercial mortgage loans; one-to-four family residential mortgage loans, home improvement loans, closed-end home equity loans, and home equity lines of credit; and consumer loans, such as automobile, secured installment, and personal loans. The company also provides personal insurance products, including automobile, homeowners, boat, recreational vehicle, landlord, and umbrella coverage; commercial insurance comprising property, liability, automobile, inland marine, workers compensation, bonds, crop, and umbrella insurance products; and financial services, such as life and disability insurance, medicare supplements, long-term care, annuities, mutual funds, and retirement programs. In addition, it offers customized investment advisory, wealth management, investment consulting, and retirement plan services, as well as operates a real estate investment trust that holds residential mortgages and commercial real estate loans. Financial Institutions, Inc. was founded in 1817 and is headquartered in Warsaw, New York.",Financial Services,Banks—Regional
KRO,"Kronos Worldwide, Inc.","Kronos Worldwide, Inc. produces and markets titanium dioxide pigments (TiO2) in Europe, North America, the Asia Pacific, and internationally. The company produces TiO2 in two crystalline forms, rutile and anatase to impart whiteness, brightness, opacity, and durability for various products, including paints, coatings, plastics, paper, fibers, and ceramics, as well as for various specialty products, such as inks, foods, and cosmetics. It also produces ilmenite, a raw material used directly as a feedstock by sulfate-process TiO2 plants; iron-based chemicals, which are used as treatment and conditioning agents for industrial effluents and municipal wastewater, as well as in the manufacture of iron pigments, cement, and agricultural products; specialty chemicals for use in the formulation of pearlescent pigments, and production of electroceramic capacitors for cell phones and other electronic devices, as well as for use in pearlescent pigments, natural gas pipe, and other specialty applications. In addition, the company provides technical services for its products. It sells its products under the KRONOS brand through agents and distributors to paint, plastics, decorative laminate, and paper manufacturers. The company was founded in 1916 and is headquartered in Dallas, Texas. Kronos Worldwide, Inc. operates as a subsidiary of Valhi, Inc.",Basic Materials,Specialty Chemicals
HVT,"Haverty Furniture Companies, Inc.","Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name. It also provides custom upholstery products and eclectic looks; and mattress product lines under the Tempur-Pedic, Serta, Sealy, and Stearns and Foster names, as well as private label Skye name. The company sells home furnishings through its retail stores, as well as through its website. Haverty Furniture Companies, Inc. was founded in 1885 and is headquartered in Atlanta, Georgia.",Consumer Cyclical,Home Improvement Retail
KYMR,"Kymera Therapeutics, Inc.","Kymera Therapeutics, Inc., a biopharmaceutical company, focuses on discovering and developing novel small molecule therapeutics that selectively degrade disease-causing proteins by harnessing the body's own natural protein degradation system. It engages in developing IRAK4 program, which is in Phase I clinical trial for the treatment of immunology-inflammation diseases, including hidradenitis suppurativa, atopic dermatitis, macrophage activation syndrome, general pustular psoriasis, and rheumatoid arthritis; IRAKIMiD program to treat MYD88-mutated diffuse large B cell lymphoma; STAT3 program for the treatment of hematologic malignancies and solid tumors, as well as autoimmune diseases and fibrosis; and MDM2 program to treat hematological malignancies and solid tumors. The company was incorporated in 2015 and is headquartered in Watertown, Massachusetts.",Healthcare,Biotechnology
GTX,Garrett Motion Inc.,"Garrett Motion Inc., together with its subsidiaries, designs, manufactures, and sells turbocharger and electric-boosting technologies for light and commercial vehicle original equipment manufacturers worldwide. The company offers light vehicle gasoline and diesel, and commercial vehicle turbochargers, as well as electrified vehicles; and provides automotive software solutions. It offers its products in the aftermarket through distributors. The company was incorporated in 2018 and is headquartered in Rolle, Switzerland.",Consumer Cyclical,Auto Parts
BBW,"Build-A-Bear Workshop, Inc.","Build-A-Bear Workshop, Inc. operates as a multi-channel retailer of plush animals and related products in the United States, Canada, the United Kingdom, Ireland, and internationally. The company operates through three segments: Direct-to-Consumer, Commercial, and International Franchising. Its merchandise comprises various styles of plush products to be stuffed, pre-stuffed plush products, and sounds and scents that can be added to the stuffed animals, as well as range of clothing, shoes and accessories, and other toy and novelty items, including family sleepwear. The company operates its stores under the Build-A-Bear Workshop brand name; and sells its products through its e-commerce sites and third-party marketplace sites. The company was founded in 1997 and is headquartered in St. Louis, Missouri.",Consumer Cyclical,Specialty Retail
PBI,Pitney Bowes Inc.,"Pitney Bowes Inc., a shipping and mailing company, provides technology, logistics, and financial services to small and medium-sized businesses, large enterprises, retailers, and government clients in the United States, Canada, and internationally. It operates through Global Ecommerce, Presort Services, and Sending Technology Solutions (SendTech Solutions) segments. The Global Ecommerce segment provides domestic parcel services, cross-border solutions, and digital delivery services. The Presort Services segment offers mail sortation services, which allow clients to qualify volumes of first-class mail, marketing mail, and bound and packet mail for postal work sharing discounts. The SendTech Solutions segment provides physical and digital mailing and shipping technology solutions and other applications for sending, tracking and receiving of letters, parcels, and flats as well as financing alternatives to finance equipment and product purchases. Pitney Bowes Inc. markets its products, solutions, and services through direct and inside sales force, global and regional partner channels, direct mailings, and digital channels. The company was formerly known as Pitney Bowes Postage Meter Company. Pitney Bowes Inc. was incorporated in 1920 and is headquartered in Stamford, Connecticut.",Industrials,Integrated Freight & Logistics
OSUR,"OraSure Technologies, Inc.","OraSure Technologies, Inc., together with its subsidiaries, provides point-of-care and home diagnostic tests, specimen collection devices, and microbiome laboratory and analytical services in the United States, Europe, and internationally. It operates in two segments, Diagnostics and Molecular Solutions. The company's diagnostic products include InteliSwab COVID-19 rapid test, InteliSwab COVID-19 rapid test pro, InteliSwab COVID-19 rapid test rx, OraQuick Rapid HIV test, OraQuick In-Home HIV test, OraQuick HIV self-test, OraQuick HCV rapid antibody test, OraQuick Ebola rapid antigen test, OraSure oral fluid collection device used in conjunction with screening and confirmatory tests for HIV-1 antibodies; Intercept drug testing systems; immunoassay tests and reagents; and Q.E.D. saliva alcohol test. It also offers genomic products under the Oragene and ORAcollect brands for collecting genetic material from human saliva; Colli-Pee collection devices for the volumetric collection of void urine samples; and microbiome laboratory testing and analytical services. In addition, the company provides microbiome products, such as OMNIgene  GUT for self-collecting microbial DNA from feces or stool samples for gut microbiome profiling; OMNIgene  GUT DNA and RNA collection devices; and OMNIgeneGUT Dx collection device for collection of human fecal samples and the stabilization of DNA from the bacterial community. Additionally, it provides other diagnostic products, such as immunoassays and other in vitro diagnostic tests. The company markets its products to clinical laboratories, hospitals, clinics, community-based organizations and other public health organizations, distributors, government agencies, physicians' offices, commercial and industrial entities, disease risk management, diagnostics, pharmaceutical, biotech, nutrition, companion animal, and environmental markets. OraSure Technologies, Inc. was incorporated in 2000 and is based in Bethlehem, Pennsylvania.",Healthcare,Medical Instruments & Supplies
FMBH,"First Mid Bancshares, Inc.","First Mid Bancshares, Inc., a financial holding company, provides community banking products and services to commercial, retail, and agricultural customers in the United States. It accepts various deposit products, such as demand deposits, savings accounts, money market deposits, and time deposits. The company's loan products include commercial real estate, commercial and industrial, agricultural and agricultural real estate, residential real estate, and consumer loans; and other loans comprising loans to municipalities to support community projects, such as infrastructure improvements or equipment purchases. It also offers wealth management services, which include estate planning, investment, and farm management and brokerage services for individuals; and employee benefit services for business enterprises. In addition, the company provides property and casualty, senior insurance products, and group medical insurance for businesses; and personal lines insurance to individuals. The company was formerly known as First Mid-Illinois Bancshares, Inc. and changed its name to First Mid Bancshares, Inc. in April 2019. First Mid Bancshares, Inc. was founded in 1865 and is headquartered in Mattoon, Illinois.",Financial Services,Banks—Regional
NTGR,"NETGEAR, Inc.","NETGEAR, Inc. engages in the design, development, and marketing of networking and Internet connected products for consumers, businesses, and service providers in the Americas; Europe, the Middle East, Africa; and the Asia Pacific. The company operates in two segments, Connected Home, and Small and Medium Business. The Connected Home segment offers Wi-Fi routers and home Wi-Fi mesh systems, Wi-Fi hotspots, broadband modems, Wi-Fi gateways, Wi-Fi range extenders, powerline adapters, Wi-Fi network adapters, and digital canvasses; and provides value-added service offerings, including security and privacy, technical support, parental controls, and cybersecurity protection. The Small and Medium Business segment provides Pro AV Solutions comprising switches that are engineered for AV over IP for both enterprise and home installation; enterprise grade cloud managed or standalone access points used in managing and controlling Wi-Fi that provides connections to smart phones, tablets, laptops and other computing devices at campuses, facilities, and offices; ethernet switches, are multiple port network devices used to connect devices using IP protocols; and NETGEAR Insight services, that helps small businesses to remotely deploy, monitor, manage and secure their networks easily and seamlessly. It markets and sells its products through traditional retailers, online retailers, wholesale distributors, direct market resellers, value-added resellers, and broadband service providers, as well as through its direct online store at www.netgear.com. The company was incorporated in 1996 and is headquartered in San Jose, California.",Technology,Communication Equipment
YEXT,"Yext, Inc.","Yext, Inc. organizes business facts to provide answers to consumer questions in North America and internationally. It operates Yext platform, a cloud-based platform that allows its customers to provide answers to consumer questions, to control the facts about their businesses and the content of their landing pages, and to manage their consumer reviews, as well as provides customers to update their information and content through its knowledge network of approximately 200 maps, apps, search engines, intelligent GPS systems, digital assistants, vertical directories, and social networks. The platform enables its customers to centralize, control and manage data fields, including store information, such as name, address, phone number and holiday hours; professional information, comprising of headshot, specialties, and education; job information, consisting of title and description; and FAQs and other information. It serves the healthcare, retail, and financial services industries. The company was incorporated in 2006 and is headquartered in New York, New York.",Technology,Software—Infrastructure
TRC,Tejon Ranch Co.,"Tejon Ranch Co., together with its subsidiaries, operates as a diversified real estate development and agribusiness company. It operates through five segments: Commercial/Industrial Real Estate Development, Resort/Residential Real Estate Development, Mineral Resources, Farming, and Ranch Operations. The Commercial/Industrial Real Estate Development segment engages in the planning and permitting of land for development; construction of infrastructure projects, pre-leased buildings, and buildings to be leased or sold; and sale of land to third parties for their own development. It is also involved in the activities related to communications leases, a power plant lease, and landscape maintenance. This segment leases land to two auto service stations with convenience stores, 13 fast-food operations, a motel, an antique shop, and a post office; various microwave repeater locations, radio and cellular transmitter sites, and fiber optic cable routes; and 32 acres of land for an electric power plant. The Resort/Residential Real Estate Development segment engages in land entitlement, planning, pre-construction engineering, stewardship, and conservation activities. The Mineral Resources segment includes oil and gas royalties, rock and aggregate royalties, and royalties from a cement operation leased to National Cement Company of California, Inc.; and the management of water assets and infrastructure projects. The Farming segment farms permanent crops, such as wine grapes in 1,036 acres, almonds in 2,235 acres, and pistachios in 932 acres. It also manages the farming of alfalfa and forage mix on 626 acres in the Antelope Valley; and leases 530 acres of land for growing vegetables, as well as almonds. The Ranch Operations segment provides game management and ancillary land services comprising grazing leases and filming, as well as various guided hunts. Tejon Ranch Co. was founded in 1843 and is based in Lebec, California.",Industrials,Conglomerates
INFN,Infinera Corporation,"Infinera Corporation provides optical transport networking equipment, software, and services worldwide. The company's product portfolio includes Infinera Groove series for modular and sled-based platforms to support a various transport network applications; Infinera 7300 series, an SDN-ready coherent optical transport system; Infinera FlexILS open optical line system that connects various Infinera and third-party terminal equipment platforms over long-distance fiber optic cable providing switching, multiplexing, amplification, and management channels; and Infinera 7090 and 7100 series for transport platforms. It also offers Infinera XTM series, a packet-optical transport platform that enables metro connectivity solutions; Infinera XTC series, a multi-terabit packet optical transport platforms that integrates digital OTN switching and optical DWDM transmission; Infinera mTera series, a network transport solution; and Infinera XT series, a platform that is designed to power cloud scale network services over metro, DCI, long-haul, and subsea networks. In addition, the company provides Infinera Cloud Xpress Family that is designed to meet the needs of internet content providers (ICPs), communication service providers, internet exchange service providers, enterprises, and other large-scale data center operators; and ICE-X Coherent Pluggable Optics. It also offers Infinera Transcend software suite; and system software and customer support services. The company serves telecommunications service providers, ICPs, cable providers, wholesale carriers, research and education institutions, large enterprises, and government entities. It markets and sells its products and related support services primarily through its direct sales force. The company was formerly known as Zepton Networks. Infinera Corporation was incorporated in 2000 and is headquartered in San Jose, California.",Technology,Communication Equipment
CVLG,"Covenant Logistics Group, Inc.","Covenant Logistics Group, Inc., together with its subsidiaries, provides transportation and logistics services in the United States. It operates through four segments: Expedited, Dedicated, Managed Freight, and Warehousing. The Expedited segment primarily provides truckload services with high service freight and delivery standards, such as 1,000 miles in 22 hours or 15-minute delivery windows. The Dedicated segment provides customers with committed truckload capacity over contracted periods using equipment either owned or leased by the company. The Managed Freight segment offers brokerage services, including logistics capacity by outsourcing the carriage of customers' freight to third parties; and transport management services, such as logistics services on a contractual basis to customers who prefer to outsource their logistics needs. The Warehousing segment provides day-to-day warehouse management services to customers. This segment also provides shuttle and switching services to shuttling containers and trailers. The company also engages in used equipment sales and leasing business. It serves transportation companies, such as parcel freight forwarders, less-than-truckload carriers, and third-party logistics providers; and traditional truckload customers, including manufacturers, retailers, and food and beverage shippers. The company was formerly known as Covenant Transportation Group, Inc. and changed its name to Covenant Logistics Group, Inc. in July 2020. Covenant Logistics Group, Inc. was founded in 1986 and is based in Chattanooga, Tennessee.",Industrials,Trucking
FC,Franklin Covey Co.,"Franklin Covey Co. provides training and consulting services in the areas of execution, sales performance, productivity, customer loyalty, and educational improvement for organizations and individuals worldwide. The company operates through three segments: Direct Offices, International Licensees, and Education Practice. It also provides a suite of individual-effectiveness and leadership-development training and products. Franklin Covey Co. was incorporated in 1983 and is headquartered in Salt Lake City, Utah.",Industrials,Consulting Services
